index,id,created_at,user_id,text,care,harm,fairness,cheating,loyalty,betrayal,authority,subversion,purity,degradation,anger,anticipation,disgust,fear,joy,love,optimism,pessimism,sadness,surprise,trust
80,1.22E+18,2020-01-29 00:57:55+00:00,41117946.0,"just posted a photo @ los angeles, california https://t.co/pqohpvkrpg",,,,,,,,,,,,,,,,,,,,,
814,1.27E+18,2020-06-02 23:04:37+00:00,2436252571.0,peaceful group of #blacklivesmatter in hancock park. #blm https://t.co/2kmmvvagnw,,,1,,,,,,,,,,,,,,1,,,,
525,1.24E+18,2020-03-17 00:16:53+00:00,20105978.0,this is basically how all of 2020 has felt.,,,,,,,,,,,,,,,,,,,,,
373,1.25E+18,2020-04-26 15:44:52+00:00,9.19275E+17,"a leader is the one who knows the way, goes the way and shows the way...",,,,,,,1,,,,,,,,,,,,,,
92,1.34E+18,2020-12-10 00:29:06+00:00,1.11175E+18,"for me, listening to feels like reading 50 shades. i be getting both hot and bothered no cap",,,,,,,,,,,,,,,1,1,,,,,
827,1.34E+18,2020-12-31 16:19:25+00:00,141663597.0," i'm curious, do you storm onto the diamond in protest every time the cardinals lose?",,,,,,,,,,,,,1,,,,,1,,,
103,1.34E+18,2020-12-12 18:12:45+00:00,3061747368.0,baby baby baby baby babyyyyyyy,,,,,,,,,,,,,,,,1,,,,,
606,1.25E+18,2020-04-08 23:41:44+00:00,846945457.0, only on social media. most people don't give a shit about that.,,,,,,,,,,,,,,,,,,1,,,
404,1.26E+18,2020-04-29 19:44:34+00:00,899332801.0,tom hanks is donating plasma 😍,,,,,,,,,,,,,,,,,,,,,
720,1.26E+18,2020-05-22 21:25:04+00:00,1.00385E+18,"attn #caquarantineteachers, due to covid-19, children who are eligible for free or reduced-price meals at school will get xtra food benefits called pandemic ebt. families will get $365 per eligible child for food/groceries. info accessed from https://t.co/d0kqojs3zz may21,2020. https://t.co/dj3zceapdi",1,,,,,,,,,,,,,,,,,,,,
164,1.32E+18,2020-10-23 13:19:11+00:00,1.12068E+18, right 🤗,,,,,,,,,,,,,,,1,,,,,,
660,1.3E+18,2020-09-09 23:35:55+00:00,1681730040.0,lol me doing shrooms in bear country while i over salt the burgers and literally throw all the fire wood in the fire pit and leaving us out in the cold but also winning at poker.,,,,,,,,,,,,,,,1,,,,,,
426,1.22E+18,2020-01-10 17:10:30+00:00,24073793.0, and it was from succession!,,,,,,,,,,,,,,,,,,,,,
826,1.27E+18,2020-05-31 05:53:48+00:00,497798457.0,"my friend jake shot this last night, check his instagram for the full version edit: #dtla #icantbreath #justiceforgeorgefloyd #losangelesprotest https://t.co/pdqthbkyjk",,,1,,,,,,,,,,,,,,,,,,
818,1.28E+18,2020-06-23 02:19:29+00:00,14192448.0,"reading jenna ellis complaints on biblical christians being silenced by the liberal woke. should maybe point out a #blmprotest in pasadena was partially led by my baptist church, full of bible reading, theologically erudite, historically aware &amp; compassionate, devout christians. https://t.co/bbunpqcis6",,,1,,1,,,,1,,,,,,,,1,,,,
454,1.24E+18,2020-03-16 03:41:24+00:00,188078397.0,i hope this corona kills us all. this planet should flourish. humans are killing it. oh how i wish this virus is nature’s pest control.,,1,,,,,,,,,,,1,,,,,1,,,
815,1.34E+18,2020-12-10 19:23:26+00:00,503941028.0,"my students presented their final presentation for their graduate policy class. what a semester to teach policy with social justice protests, police reform, covid and a presidential election. we worked hard every wednesday night to unpack the complexities of policy! https://t.co/uqav5quxnc",,,1,,,,1,1,,,,,,,,,,,,,
33,1.26E+18,2020-05-10 15:33:13+00:00,3700724424.0,when that price tag on goyard that shit take off the whole tax,,,,,,,,,,,,,1,,,,,,,,
226,1.34E+18,2020-12-29 04:34:19+00:00,1.04617E+18,i got no regrets. i make choices and i live with the consequences.,,,,,,,,,,,,,,,,,1,,,,
24,1.31E+18,2020-10-09 19:34:51+00:00,14103009.0, why are you intentionally spreading misinformation masked as truthful and collaborative?,,,,1,,,,,,,1,,1,,,,,,,,
604,1.34E+18,2020-12-14 01:49:51+00:00,1.02472E+18, oc deputy sheriff says release og inmates they’ll end back up in jail.,,,,,,,1,,,,,,,,,,,,,,
82,1.24E+18,2020-03-12 16:14:32+00:00,52611745.0," girl no. what a poor, distasteful and disgusting comment to make. no one should be getting raped tf???",,1,,,,,,,,1,1,,1,,,,,,,,
208,1.28E+18,2020-07-13 23:23:24+00:00,2941604301.0,i need to meds out because ong i been stop this fighting shit a long time ago😩🤦🏽‍♀️,,,,,,,,,,,,,,,,,,1,1,,
332,1.34E+18,2020-12-05 17:32:26+00:00,1334481404.0, no go for joe and the hoe!,,,,,,,,1,,,,,1,,,,,1,,,
217,1.29E+18,2020-07-29 17:51:16+00:00,1.2496E+18, lol hurt me? boy that kinda dick is a blessing to these guts 🥵😈🤣,,1,,,,,,,,,,,,,1,,,,,,
847,1.23E+18,2020-02-07 19:49:53+00:00,2790685721.0,all i want for valentines is my hand around your neck,,,,,,,,,,,,1,,,,1,,,,,
627,1.34E+18,2020-12-14 13:54:42+00:00,1180834206.0,january 5th or 6th!,,,,,,,,,,,,,,,,,,,,,
14,1.33E+18,2020-11-18 07:10:31+00:00,1.19477E+18,"everything that makes america 🇺🇸 the home we love needs to be done. life isn’t worth living if we aren’t living our lives with thanksgiving, christmas and other cultural events.",,,,,1,,,,,,,1,,,,,1,,,,
161,1.26E+18,2020-04-29 17:43:33+00:00,62554768.0,"y’all so so good, watch this show.",,,,,,,,,,,,,,,1,1,,,,,
127,1.3E+18,2020-08-24 15:22:59+00:00,1.1034E+18,this shit is dangerous.   as a scientist who has worked on many vaccines.  they must be safe and effective!  #dumptrumpdaynov3,,1,,,,,,,,,,,,1,,,,1,,,
511,1.23E+18,2020-03-01 21:38:03+00:00,2291813732.0, harvey weinstein is better qualified!#ratcliffe #trumpliesaboutcoronavirus #donaldtrump #gopcorruptionovercountry,,,,1,,,,1,,,,,1,,,,,1,,,1
786,1.22E+18,2020-01-29 12:30:20+00:00,21177529.0,kobe bryant plays moonlight sonata https://t.co/jm0kru7ndq via,,,,,,,,,,,,,,,,,,,,,
116,1.34E+18,2020-12-31 23:57:05+00:00,2450405539.0,offend the alphabet ppl boom career over 😂😔,,,,,,,,,,,,,,,,,,,1,,
496,1.24E+18,2020-03-11 00:08:29+00:00,1.22232E+18,damn she said she has the receipts my guy 😩😩😩😂,,,,,,,,,,,,,,,,,,,1,,
409,1.29E+18,2020-07-24 04:25:42+00:00,76211817.0,uh oh... stay safe seattle :/,1,,,,,,,,,,,,,,,,,1,,,
28,1.26E+18,2020-05-12 20:53:12+00:00,9.49127E+17,we fucking miss you too😫😭💔,,,,,,,,,,,,,,,,1,,,1,,
719,1.33E+18,2020-11-24 15:51:16+00:00,336733015.0,the same people who are spreading the virus will be the same people pushing and fighting their way to the front with those of us who have complied since day one when they need the vaccine or a hospital bed. #covid19 #lockdownchaos,,,,,,1,,,,,,,,,,,,1,,,
455,1.33E+18,2020-12-03 20:58:25+00:00,38023296.0," “violent” is killing two people, cuz your a “badass”",,1,,,,,,,,,1,,1,,,,,,,,
338,1.32E+18,2020-10-18 00:49:17+00:00,24070451.0, it’s such classic projection. i’m constantly surprised at how dumb he looks at these rally’s....,,,,,,,,,,,,,1,,,,,,,1,
724,1.24E+18,2020-03-29 22:58:46+00:00,110229849.0,"so there are ~692,118 #coronavirus tests performed in the us that have no result reported as of 3/29/20 adm. brett giroir said 840,000 #covid19 tests in the us have been performed. the math doesn’t add up.https://t.co/rx2ga9bdxt #breaking #coronaupdate https://t.co/wj26tmavch",,,,1,,,,,,,,,,,,,,1,,,
407,1.28E+18,2020-07-03 18:00:37+00:00,3830211432.0,"girl i know had a friend with covid 19 symptoms, she got tested and before waiting to get her results and staying home, she went to bww and then bar hoping... her results came in positive smh",1,,,,,,,,,,,,,,,,,,1,,
467,1.32E+18,2020-11-05 22:51:59+00:00,2719310271.0,burry me wit a tame impala vinyl .,,,,,,,,,,,,,,,,1,,,,,
331,1.27E+18,2020-06-01 19:07:39+00:00,310587778.0,shame on guthrie to refer to the unlawful gathering as “demonstrators “ and to further ask if the police will be investigated remember reginald  denny 1992?  peaceful demonstrators don’t interfere with le functions &amp; when they do let’s not go out of our way to protect them.,,,,,,,1,,,,,,,,,,,1,,,
630,1.3E+18,2020-09-12 21:17:46+00:00,331502289.0,hey everyone! remember for the warrior's path online event today you'll need to join my discord to play https://t.co/yvrzfcyq2d . also check in will be starting at 2:30 pdt but you'll have until 3:30 pdt. sign ups are still open at https://t.co/fh7fzid6ts . #pokkentournamentdx,,,,,,,,,,,,1,,,,,,,,,
534,1.34E+18,2020-12-18 00:12:32+00:00,122575626.0," what about the russian hack on your watch, you deli hack",,,,,,1,,,,,,,1,,,,,,,,
91,1.32E+18,2020-10-27 00:58:15+00:00,1594699470.0,this level of petty was brought to you by the soon-to-be ousted gop senate 🙄,,,,,,,,1,,,,,1,,,,,1,,,
620,1.25E+18,2020-04-16 06:19:19+00:00,93035589.0, hey baby i’m just a text away okay always,1,,,,,,,,,,,,,,,1,,,,,
362,1.25E+18,2020-04-18 17:24:55+00:00,7.68574E+17, i’m pushing an agenda today,,,,,,,,,,,,1,,,,,,,,,
416,1.25E+18,2020-04-05 19:52:59+00:00,8.1711E+17, god bless you mr. president. thank you for your passionate care and concern for americans during this challenging time. thank you to all who on the front lines fighting this enemy. god bless the usa and heal our land,,,,,,,1,,1,,,,,,,1,,,,,1
680,1.26E+18,2020-05-15 06:42:36+00:00,4665001987.0, welcome back general flynn god  is on your side.,1,,,,,,1,,1,,,,,,,1,,,,,
703,1.31E+18,2020-09-17 15:17:11+00:00,1209388261.0, that is my standard response as well. i’m so sick of those bastards.,,,,,,,,,,,1,,1,,,,,,,,
583,1.26E+18,2020-04-29 16:32:08+00:00,634372305.0,why does everything have to be about showing off?? just send the damn mask to whoever needs them...,1,,,,,,,,,,1,,1,,,,,,,,
224,1.34E+18,2020-12-25 04:47:11+00:00,14457170.0,merry christmas my #launchandfounders friends! so grateful for your friendship during 2020...and beyond! https://t.co/8ayrg1e2ak,,,,,,,,,,,,1,,,,1,,,,,1
844,1.23E+18,2020-02-15 08:05:10+00:00,1.15706E+18,"i may not have had a valentine this year, but one of my best friends from scad came to visit me😭❤️",,,,,,,,,,,,,,,,1,,,1,,
600,1.31E+18,2020-09-20 17:24:11+00:00,869154817.0, harmeet dhillon perfect fit. a conservative woc minority member. brilliant,,,,,,,,,,,,,,,,,1,,,,
616,1.31E+18,2020-09-17 19:04:24+00:00,9.02004E+17, the president of the united states should take note.,,,,,,,1,,,,,,,,,,,,,,
671,1.25E+18,2020-04-08 21:52:04+00:00,9.80435E+17,believe we shall risea 56 yo pediatrician in manila dying of covid19  was healed and sent home for further recovery. very happy to share this good news. contact me here on twitter for more info. god will never leave us.#cure#covid19#coronavirushttps://t.co/9afzgvfqok,1,,,,,,,,1,,,,,,1,,1,,,,
629,1.34E+18,2020-12-20 04:57:48+00:00,99176855.0,i just need cardo to talk to me in his t dot accent every night laid up in between rounds,,,,,,,,,,,,,,,,,,,,,
278,1.27E+18,2020-05-29 18:40:01+00:00,2849466930.0," change your viewing angle, the world is what you make of it.",,,,,,,,,,,,,,,,,1,,,,
494,1.26E+18,2020-05-08 00:58:31+00:00,1.071E+18,and that’s on human decency &amp; respect for others! https://t.co/dierlah3zj,,,,,,,,,,,,,,,,,1,,,,
263,1.32E+18,2020-10-11 21:06:24+00:00,224525775.0,this allen kid will likely never get another nfl start. practice squad for a reason he is more of a liability than ryan gossling in remember the titans,,,,,,,,,,,,,,,,,,1,,,
708,1.24E+18,2020-03-04 13:58:45+00:00,1.15917E+18,two broke ass step and fetch it making money by supporting a racist/scumbag/sexual predator these two black women are disgusting and they make a mockery of the dignity we black americans hold here in america✊🏿✊🏾🇺🇸 sad to watch 😢despicable these two step and fetch it clowns,,1,,1,1,1,,,,1,,,1,,,,,,1,,
380,1.29E+18,2020-07-24 01:28:25+00:00,30415889.0," good for you! preach sister , you are strong and brave!",1,,,,,,,,,,,,,,,1,1,,,,
518,1.25E+18,2020-04-06 18:18:28+00:00,7.86408E+17,because everyone knows that you will only count your votes and not anyone who votes against you. cheaters,,,,1,,,,1,,,1,,1,,,,,,,,
715,1.31E+18,2020-09-16 16:36:48+00:00,1.29325E+18,gloves and no water flow was gonna cut it. this place is disgusting. i feel bad for anyone eating there now. i would ask her to clean the deep frying machine too and she did it like once a month. if y’all were lucky. the only reason i went back was bc,1,,,,,,,,,1,,,1,,,,,,,,
447,1.3E+18,2020-08-26 05:58:33+00:00,487338271.0,"i’m sorry that i’ve grown cynical, but how many fuckin times are we gonna see such a profound expression of grief on the tl just to sit back and do absolutely nothing?",,,,,,,,,,,,,,,,,,1,,,
120,1.26E+18,2020-05-24 05:15:04+00:00,8.22616E+17,"fear not, for god is always there for you. https://t.co/azwwzatrx2",,,,,,,,,1,,,,,,,,1,,,,
265,1.22E+18,2020-01-12 09:47:13+00:00,469830166.0, why you so sad bro?,1,,,,,,,,,,,,,,,,,,1,,
6,1.32E+18,2020-10-26 00:06:07+00:00,572916516.0, no we’re not. where did you get that?,,,,,,,,,,,,,,,,,,1,,,
40,1.24E+18,2020-03-25 01:16:46+00:00,1.05023E+18,"420- probably my bestest friend right now, absolutely chaotic together, fuggin shigg you’re an awesome person i’m glad to know 🤓",,,,,,,,,,,,,,,1,1,,,,,1
784,1.3E+18,2020-08-24 19:00:38+00:00,122889863.0,“the most important thing is to try and inspire people so that they can be great in whatever they want to do” - kobe bryant,1,,,,,,,,,,,,,,,1,1,,,,
146,1.25E+18,2020-04-01 08:50:46+00:00,4637964985.0,who got the fattest pussy of them all?,,,,,,,,,,1,,,1,,,,,,,,
346,1.24E+18,2020-03-08 00:20:24+00:00,1941405499.0, it’s astonishing how many clinical neuropsychologists among the bernie bros.,,,,,,,,,,,,,,,,,,,,1,
45,1.25E+18,2020-04-01 03:43:06+00:00,68520657.0,"today:- made 500,000 bells from turnips- paid off my loan to get a third room- gave lily some medicine bc wtf girl- placed &amp; paid off an iron bridge- added the campsite- got drunk on the beach with sherb",,,,,,,,,,,,,,,,,,,,,
699,1.24E+18,2020-03-07 21:31:43+00:00,2572051452.0,"since, l'm in hollywood. l'm going to buy some music cd and watch movie.",,,,,,,,,,,,1,,,,,,,,,
820,1.27E+18,2020-05-29 05:11:01+00:00,1.223E+18,this was a protest and you refused to listen. https://t.co/j7qwlmlsml,,,,,,,,1,,,,,,,,,,1,,,
115,1.27E+18,2020-06-01 03:49:51+00:00,548961451.0,"with prop 47, 57, ab-109, and no bail, ca is defenseless to adequately address crime. #enoughisenough",,,,,,,,1,,,,,,,,,,1,,,
481,1.33E+18,2020-11-22 22:32:22+00:00,17416420.0,"pop quiz for #decency &amp; #equity coming up: will we give #caregivers &amp; #meatpackers, not park ave #influencers, the first doses? stay ‘tooned.",1,,,,,,,,,,,1,,,,,,,,,
248,1.27E+18,2020-06-07 16:07:40+00:00,1209181404.0,"it is time that patriots recognize who the bad politicians are and how they want you not defending yourself against the terrorists that want to kill you.  one them out or better yet, recall them. 👇",,1,,,,,,1,,,,,1,,,,,1,,,
133,1.34E+18,2020-12-12 15:58:25+00:00,1571906630.0, still trying to convince yourself. ok loser.,,,,,,,,,,,,,1,,,,,,,,
18,1.34E+18,2020-12-21 03:52:56+00:00,313393282.0,some men are weird af,,,,,,,,,,,,,1,,,,,,,,
755,1.3E+18,2020-09-09 02:46:25+00:00,35762101.0,#fire #fires out #dick out. #coronavirus #pandemic #covid_19 #covid19 #2020 #losangeles #hollywood #california #c4jforever #nakedauthor #jasonmitchiner #jasonwilliammitchiner #gaomg… https://t.co/ekzdcsvfwc,,,,,,,,,,,,,,,,,,,,,
227,1.33E+18,2020-11-22 23:08:56+00:00,41043058.0,"a great lunch with daunie! (@ mamas food and cocktails in los alamitos, ca) https://t.co/pclxinjqxz https://t.co/clqsizt7g7",,,,,,,,,,,,,,,1,1,,,,,
268,1.26E+18,2020-05-09 04:22:03+00:00,1.19009E+18,i don’t have time to relive my mistakes.,,,,,,,,,,,,,,,,,1,,,,
704,1.27E+18,2020-06-01 22:48:05+00:00,28475003.0, disgusting you are!,,,,,,,,,,,,,1,,,,,,,,
739,1.31E+18,2020-10-04 22:19:56+00:00,21987210.0,"maybe they wont. it’s a gamble. but their partners family friends? are they all healthy? everyone they could come in contact with? do they get 2wks paid if they have to quarantine? adequate medical coverage if things go bad? not everyone has trouble seeing beyond themselves, sir.",1,,,,,,,,,,,,,,,,,1,,,
247,1.26E+18,2020-05-22 00:56:50+00:00,40393915.0,writing is kicking my ass today.,,,,,,,,,,,,,,,,,,1,1,,
19,1.22E+18,2020-02-04 05:17:03+00:00,8.23258E+17,"sorry nick, no trump for you. #maga #49ers #bosa #ninerfaithful #fail https://t.co/vmkeubiovn",,,,,1,,1,,,,,,1,,,,,,,,
700,1.24E+18,2020-03-29 18:14:56+00:00,1240089547.0, they all look like tr*mp voters abusing wild animals 🤢,,,,,,,,1,,1,,,1,,,,,,,,
284,1.24E+18,2020-03-27 00:11:00+00:00,1.04646E+18,well finished the hobbit and on to lord of the rings :p,,,,,,,,,,,,,,,1,,,,,,
500,1.34E+18,2020-12-13 02:30:40+00:00,422084538.0,so naive and sadly pathetic,,,,,,,,,,,,,,,,,,,1,,
432,1.27E+18,2020-06-21 21:38:13+00:00,3011364499.0, wow! so strong! such a big boy! take that libs!,,,,,,,,,,,,,,,,,,1,,1,
135,1.22E+18,2020-01-17 15:40:14+00:00,2912604961.0, more witcher!! #witcher,,,,,,,,,,,,,,,,,,,,,
171,1.31E+18,2020-09-17 16:58:52+00:00,277313333.0, which android? my phone doesn't have that,,,,,,,,,,,,,,,,,,,,,
642,1.24E+18,2020-03-20 04:04:18+00:00,68520657.0,it’s 9:03pm pst why isn’t it working?!??!! #animalcrossing https://t.co/i1gkgwgfut,,,,,,,,,,,1,,,,,,,,,,
130,1.25E+18,2020-04-11 02:33:38+00:00,550933750.0,#cowboysfam #questionoftheday #fridayfeeling (serious question) why would you chase something that’s not going to work/happen? 🤦🏻‍♂️😔😢 https://t.co/35txaeghpi,,,,,,,,,,,,,,,,,,1,,,
641,1.26E+18,2020-05-04 02:23:23+00:00,297547885.0," maybe you can also put your input as to why (and i have searched) europe who has been on stay at home orders that are stricter than us are not protesting. speaks volumes, yeah?",,,,,,,,1,,,,,,,,,,,,,
354,1.24E+18,2020-03-12 07:26:46+00:00,1.08168E+18,"literally like as soon as came on, i projectile vomited over the barricade because of the horchata!!!! *cuuuuurrrrrses* i made my way back to the rail tho hehe &gt;:)",,,,,,,,,,,,,1,,,,,,,,
389,1.24E+18,2020-03-14 19:55:17+00:00,8.0309E+17,gave me flashbacks https://t.co/wqw5mccaqb,,,,,,,,,,,,,,,,,,,,,
621,1.26E+18,2020-05-05 18:23:44+00:00,2426794592.0, the guy i responded to. is implied attempt at humor starts at the word credit. and notice i didn't talk about pandemics worldwide i specifically said across the u.s..,,,,,,,,,,,,,,,,,,,,,
78,1.34E+18,2020-12-14 23:24:15+00:00,211215801.0," it's a glorious feeling, humanity rising again.",,,,,,,,,1,,,,,,1,,1,,,,
575,1.27E+18,2020-06-04 05:26:41+00:00,1240752456.0,"“people should not be afraid of their government, government should be afraid of their people.”      -v for vendetta",,,,,,,1,,,,,,,,,,,,,,
100,1.24E+18,2020-03-04 17:24:02+00:00,79362852.0, yeah apparently the shoot was in italy and italy has told people to stop gathering in groups,,1,,,,,,,,,,,,,,,,,,,
2,1.25E+18,2020-04-25 07:23:21+00:00,7.50562E+17, why is that si funny,,,,,,,,,,,,,,,,,,,,,
141,1.3E+18,2020-09-07 12:11:08+00:00,98536748.0,5am with insomnia and im-im-im still here https://t.co/afblktyrob,,,,,,,,,,,,,,,,,,,1,,
375,1.26E+18,2020-05-21 18:20:30+00:00,7.87483E+17,"mr president, you are are a man of your word and amaze me. you said “there has never been a time when i said i was going to do something and didn’t do it.” please tell me you will be the best president in the history of our country for another 4 years. 🇺🇸",,,,,,,1,,,,,1,,,,1,1,,,,1
111,1.32E+18,2020-10-28 03:16:05+00:00,45627569.0,conservative columnist issues ominous warning about 4 more years of donald trumphttps://t.co/krpbyrr52r,,,,,,,,1,,,,,,,,,,,,,
498,1.22E+18,2020-01-24 07:47:51+00:00,114970774.0,#abc2020 killing on cape cod kills me #reasonabledoubt #jurors #wow #freedom #prisonreform 🦋🙏🏼🕊,,1,,,,,,1,,,,,,,,,,,,,
139,1.24E+18,2020-03-22 02:24:02+00:00,139499320.0, oh shoot i still haven’t seen that so i might have to watch that!,,,,,,,,,,,,,,,,,,,,1,
369,1.27E+18,2020-06-20 20:33:41+00:00,1172988169.0," michelle has always been appreciated for her professionalism &amp; will be known for her dedication to serve for the benefit of those who entrust her - to rise to a fiduciary standard of politics - instead of the oac politics of self-service for celebrity, power and money with ego.",,,,,,,1,,,,,,,,,,,,,,1
772,1.34E+18,2020-12-24 15:03:13+00:00,1077402078.0,kobe 6 grinch’s sold out within milliseconds 😳🤯,,,,,,,,,,,,,,,,,,,,1,
551,1.34E+18,2020-12-10 10:10:18+00:00,9.41483E+17,i'm blessed to have loyal dick suckers! https://t.co/qtz3jp39hv,,,,,,,,,,,,,,,1,,,,,,
307,1.33E+18,2020-11-14 05:25:50+00:00,79881538.0, girl i didn’t even get dressed  😫,,,,,,,,,,,,,,,,,,,1,,
63,1.31E+18,2020-09-14 03:44:58+00:00,4191239027.0,0344zn668pd los angeles police dept air support divisionsquawk: 1200n34.0796 w118.2492altitude: 1175ftcourse: 100ºgroundspeed: 56kts https://t.co/15tdowwh4n,,,,,,,,,,,,,,,,,,,,,
277,1.25E+18,2020-04-21 21:32:06+00:00,342527564.0,"i unplugged my tv, powered off the router, modem, i reset my tv back to factory settings &amp; i can’t get it to connect 😭😭😭",,,,,,,,,,,,,,,,,,,1,,
734,1.25E+18,2020-04-01 05:06:23+00:00,2307624157.0,day in life // quarantine home lock down 🏠 ✨new video tomorrow at 5pm! link in bio✨ https://t.co/jxijodnhfv,,,,,,,,,,,,1,,,,,,,,,
30,1.34E+18,2020-12-12 03:35:39+00:00,1.3376E+18, drop your cashapp or paypal and get spoiled now,,,,,,,,,,,,,,,,,,,,,
261,1.25E+18,2020-04-25 17:45:38+00:00,2342377856.0,not we’re here making me cry,,,,,,,,,,,,,,,,,,,1,,
370,1.27E+18,2020-06-09 10:58:18+00:00,1099698799.0,"if you've made it through and can keep on going, you are so strong",,,,,,,,,,,,,,,,,1,,,,
218,1.24E+18,2020-03-27 20:22:48+00:00,2424658579.0,i did and i got double photocards of yeo one on his birthday😍😍😍,,,,,,,,,,,,,,,,1,,,,,
515,1.3E+18,2020-08-25 09:54:36+00:00,1.23443E+18, all white people are racist where have you been? check your privilege #jacobblake,,,,1,,,,,,,,,1,,,,,1,,,
168,1.34E+18,2020-12-25 23:37:12+00:00,9.05995E+17,"kd tatum and kyrie, this game fun",,,,,,,,,,,,,,,1,,,,,,
549,1.23E+18,2020-02-25 02:57:07+00:00,177799870.0, been a great friend. always here for you🙏🙏,1,,,,,,,,,,,,,,,1,,,,,1
553,1.28E+18,2020-07-12 18:00:01+00:00,44057969.0, we are all doing the best we can but yes among my colleagues at it is a worry and concern. thank yoj.,1,,,,,,,,,,,,,,,,,1,,,
245,1.32E+18,2020-11-06 12:57:25+00:00,79084197.0,so kanye won nevada and they’re embarrassed to tell us and that’s why they are holding back all the numbers.,,,,1,,,,,,,,,,,,,,,,,
644,1.23E+18,2020-02-21 03:19:16+00:00,2931649466.0,lawmakers are warned that russia is meddling to re-elect trump https://t.co/kkula6dhan #babysnitch #howdoyousaylessoninrussian,,,,1,,,,1,,,,,,,,,,1,,,
74,1.31E+18,2020-09-28 17:49:59+00:00,292619620.0,"just posted a photo @ los angeles, california https://t.co/jwrwnpw1t9",,,,,,,,,,,,,,,,,,,,,
51,1.23E+18,2020-02-09 20:30:59+00:00,9.49389E+17,so my sister goes to apu and she lives in the uv apartments and every time i go to my sisters place i see this hanging out the window and i finally took a pic and i love it. even though they go to a christian college it’s like saying i luv god and i’m gay. https://t.co/lwigim9uj9,,,,,,,,,1,,,,,,1,1,,,,,
444,1.32E+18,2020-10-21 21:45:05+00:00,2351261089.0,i’ve decided to kill chris pratt,,1,,,,,,,,,1,,1,,,,,,,,
48,1.32E+18,2020-10-28 05:04:38+00:00,2191683230.0,this aged beautifully.ws champs babyyyyy,,,,,,,,,,,,,,,,1,,,,,
60,1.23E+18,2020-02-18 18:05:58+00:00,1.11296E+18,first day at my new job https://t.co/e2ey1csc2x,,,,,,,,,,,,1,,,,,,,,,
105,1.23E+18,2020-02-08 21:47:54+00:00,1.14628E+18, many thanks. dig it. always glad for new music.,,,,,,,,,,,,,,,1,1,,,,,
336,1.28E+18,2020-07-03 17:54:17+00:00,296124998.0,"me, getting caught wearing a bra under my bathing suit 🤦🏽‍♀️    📸: 🏡: avantstay @ malibu, california https://t.co/tpyuwjbuhz",,,,,,,,,,,,,,,,,,,1,,
32,1.32E+18,2020-11-05 01:50:17+00:00,1862540220.0,go away kayleigh. your time lying to america is up ⌛️ https://t.co/jv4klqituy,,,,1,,,,,,,1,,1,,,,,,,,
531,1.27E+18,2020-06-15 15:05:14+00:00,3218898019.0, ding ding! bell of sold! bag o’ beans and mug! 🥰,,,,,,,,,,,,,,,1,,,,,,
731,1.26E+18,2020-05-07 23:34:35+00:00,2498004758.0,"covid-19 lockdown has made people extremely bored, childish and disturbed.",,,,,,,,,,,,,1,,,,,1,,,
202,1.21E+18,2020-01-06 06:59:04+00:00,1595022794.0, love this so much 😍❤️❤️,,,,,,,,,,,,,,,,1,,,,,
763,1.29E+18,2020-08-03 05:04:48+00:00,17889928.0,"so the says that we should expect around 11,000 people to die of #coronavirus every week this month. is it about time for the to call for a 9th hearing into finding out that there was nothing could do about those four american deaths in #benghazi? 🙄",,1,,,,,,,,,,,1,,,,,1,,,
315,1.33E+18,2020-11-21 22:13:45+00:00,7.06973E+17,congrats to the lec for winning content team of the the year! it was an honor to be nominated 🙏🏼,,,,,,,,,,,,,,,1,,,,,,
46,1.23E+18,2020-02-21 02:00:01+00:00,2588988072.0, i got a weeks worth of dinners paid for baby we know how to do it right,,,,,,,,,,,,,,,,,1,,,,
197,1.27E+18,2020-05-30 06:05:17+00:00,8.78549E+17,i have grown tired of the notion of an ally. i prefer the language of an “accomplice.” an ally loves you from a distance. an accomplice loves you up close. we need allies to make the transition to accomplices. an ally is someone who has unpacked her personal privilege but hasn’t,,,,,1,,,,,,,,,,,,,,,,
255,1.22E+18,2020-02-03 20:47:31+00:00,1.06796E+18,your my heart in human form,,,,,,,,,,,,,,,,,,,,,1
619,1.34E+18,2020-12-17 15:12:08+00:00,33039444.0," no joke, right? same swing and power range",,,,,,,,,,,,,,,,,,,,,
251,1.25E+18,2020-04-13 01:26:53+00:00,30132643.0,lmaooo. let her would of pulled that shit with new york it somebody else. she would of had her ass handed to her. lol,,,,,,,,,,,1,,1,,1,,,,,,
113,1.25E+18,2020-04-19 23:24:54+00:00,19803825.0, it works exceptionally well.,,,,,,,,,,,,,,,,,1,,,,
713,1.27E+18,2020-06-06 22:36:30+00:00,42631106.0,you’re the girl i always knew you were.. disgusting.,,,,,,,,,,,,,1,,,,,,,,
598,1.27E+18,2020-05-29 19:12:15+00:00,7.45674E+17," cnn carried it, i would always try his website",,,,,,,,,,,,,,,,,,,,,1
124,1.3E+18,2020-08-24 20:15:46+00:00,2984583636.0,"thank you. as the daughter of a retired mail carrier who busted her ass for 31yrs, it is disgusting to see what is being done and knowing that my mom is terrified of how this will put her and my uncle's pensions in jeopardy.",,1,,,,,,,,,,,1,,,,,1,,,
